draft,lesson,block,timestamp,source,translation,score,verdict,corrected,issues
Draft 1,L6S2,64,"00:03:42,120 --> 00:03:44,440",Do we really need to calculate the loss,我們真的需要計算每一個沒,45,needs_revision,我們真的需要計算損失,[high] meaning_drift: None
Draft 1,L6S2,65,"00:03:44,440 --> 00:03:46,820",of every single path we didn't take?,走過的岔路所損失的嗎？,45,needs_revision,沒有走的路,[high] meaning_drift: None
Draft 1,L6S2,66,"00:03:46,820 --> 00:03:51,540","Well, maybe not for a sandwich, but for bigger things it's vital.",嗯，也許不適用於三明治，但對較大的事物來說，這是非常關鍵的。,42,needs_revision,嗯，也許不適用於三明治，但對更重要的事來說，這是非常關鍵的。,[low] style: None; [high] meaning_drift: None
Draft 1,L6S2,67,"00:03:52,120 --> 00:03:54,300",Think about that concert you went to last Friday.,想想你上週五去的那場演唱會。,100,ok,,
Draft 1,L6S2,68,"00:03:54,740 --> 00:03:55,620",How much was the ticket?,門票多少錢？,100,ok,,
Draft 1,L6S2,69,"00:03:56,120 --> 00:03:57,320",It was 50 pounds.,是 50 英鎊。,100,ok,,
Draft 1,L6S2,70,"00:03:57,780 --> 00:03:58,020",Why?,為什麼？,100,ok,,
Draft 1,L6S2,71,"00:03:58,540 --> 00:04:01,320","Right, so you think the cost was 50 pounds.",好，所以你认为费用是 50 英镑。,30,needs_revision,,[high] None: None; [high] None: None; [high] None: None; [high] None: None
Draft 1,L6S2,72,"00:04:01,580 --> 00:04:03,960",But you spent five hours there.,但你在那裡待了五個小時。,100,ok,,
Draft 1,L6S2,73,"00:04:04,400 --> 00:04:05,940",If you had worked your part-time job,如果你當時去咖啡廳做兼,45,needs_revision,如果你當時去咖啡廳做兼職,[high] meaning_drift: None
Draft 1,L6S2,74,"00:04:05,940 --> 00:04:09,220","at the cafe instead, you would have earned 40 pounds.",職，本來可以賺到 40 英鎊。,42,needs_revision,在咖啡廳，你本可以賺到 40 英鎊。,[high] meaning_drift: None; [low] register: None
Draft 1,L6S2,75,"00:04:09,380 --> 00:04:11,940",So the real cost wasn't 50.,所以真正的成本並不是 50。,100,ok,,
Draft 1,L6S2,76,"00:04:12,160 --> 00:04:13,220",It was 90.,是 90。,100,ok,,
Draft 1,L6S2,77,"00:04:13,860 --> 00:04:16,959",Are you suggesting that the income I missed,你的意思是說，我錯過的收入也是,87,minor_issues,,[low] style: None
Draft 1,L6S2,78,"00:04:16,959 --> 00:04:18,640",out on is part of the equation?,這個方程式的一部分嗎？,100,ok,,
Draft 1,L6S2,79,"00:04:19,480 --> 00:04:19,959",Exactly.,沒錯。,100,ok,,
Draft 1,L6S2,80,"00:04:20,380 --> 00:04:21,280",You got the point.,你抓到重點了。,100,ok,,
Draft 1,L6S2,81,"00:04:21,920 --> 00:04:24,600","When you put it that way, it sounds depressing.",聽你這麼說，感覺挺消極的。,100,ok,,
Draft 1,L6S2,82,"00:04:25,140 --> 00:04:27,080",It makes me feel like I'm losing money,這讓我有種在開心玩樂的同,45,needs_revision,這讓我有種在賠錢的感覺,[high] meaning_drift: None
Draft 1,L6S2,83,"00:04:27,080 --> 00:04:28,560",even when I'm having fun.,時還賠錢的感覺。,45,needs_revision,even when I'm having fun.,[high] meaning_drift: None
Draft 1,L6S2,84,"00:04:28,980 --> 00:04:29,960",But I see your point.,我明白你的意思了。,100,ok,,
Draft 1,L6S2,85,"00:04:30,400 --> 00:04:32,680","Time is a limited resource, isn't it?",時間是一種有限的資源，對吧？,100,ok,,
Draft 1,L6S2,86,"00:04:32,860 --> 00:04:34,780",We can't get it back once it's gone.,一旦失去就無法挽回。,80,minor_issues,,[medium] terminology: None
Draft 1,L6S2,87,"00:04:35,360 --> 00:04:35,840",Exactly.,沒錯。,100,ok,,
Draft 1,L6S2,88,"00:04:36,160 --> 00:04:37,980",And that's why businesses use it.,這就是為什麼商管人員會使用它。,87,minor_issues,,[low] style: None
Draft 1,L6S2,89,"00:04:38,300 --> 00:04:40,280",They don't just look at their current spending.,他們不只檢視目前的支出。,100,ok,,
Draft 1,L6S2,90,"00:04:40,280 --> 00:04:42,740",They look at the profit they might be,他們會檢視他們可能獲得的利潤。,100,ok,,
Draft 1,L6S2,91,"00:04:42,740 --> 00:04:45,740",missing by not investing in a different project.,未投資於其他專案而錯失獲利。,100,ok,,
Draft 1,L6S2,92,"00:04:45,960 --> 00:04:47,340",They have to be objective.,他們必須保持客觀。,100,ok,,
Draft 1,L6S2,93,"00:04:48,160 --> 00:04:49,660","But that's the problem, Chloe.",但問題就在這裡，Chloe。,100,ok,,
Draft 1,L6S2,94,"00:04:49,960 --> 00:04:51,100",People aren't machines.,人類不是機器。,100,ok,,
Draft 1,L6S2,95,"00:04:51,620 --> 00:04:53,840",Sometimes we make decisions based on how we,有時候我們會根據自身的,45,needs_revision,有時候我們會根據自身,[high] meaning_drift: None
Draft 1,L6S2,96,"00:04:53,840 --> 00:04:56,300","feel in the moment, rather than doing a",感受當下，而非對我們,45,needs_revision,感受當下，而非去做,[high] meaning_drift: None
Draft 1,L6S2,97,"00:04:56,300 --> 00:04:58,420",mathematical analysis of our options.,的選項進行數學分析。,45,needs_revision,對我們的選項進行數學分析。,[high] meaning_drift: None
Draft 1,L6S2,98,"00:04:58,960 --> 00:05:03,260",We often ignore the potential consequences of our habits until it's too late.,我們常常在為時已晚時，才忽略習慣可能帶來的後果。,45,needs_revision,我們往往在為時已晚時，才意識到習慣可能帶來的後果。,[high] meaning_drift: None
Draft 1,L6S2,99,"00:05:03,720 --> 00:05:06,000",I agree that emotions play a part.,我同意情緒確實有影響。,100,ok,,
Draft 1,L6S2,100,"00:05:06,000 --> 00:05:09,120",But ignoring the opportunity cost is why people,但忽視機會成本正是人們,100,ok,,
Draft 1,L6S2,101,"00:05:09,120 --> 00:05:10,800",end up with a lot of debt or,背負大量債務，或在錯誤,45,needs_revision,陷入大量債務，或,[high] meaning_drift: None
Draft 1,L6S2,102,"00:05:10,800 --> 00:05:12,780",wasted years in the wrong career.,的職業生涯中虛擲多年光陰。,100,ok,,
Draft 1,L6S2,103,"00:05:13,120 --> 00:05:16,540","If you calculate what you're sacrificing, you make better decisions.",如果你能計算出自己所犧牲的代價，就能做出更明智的決定。,100,ok,,
Draft 1,L6S2,104,"00:05:17,280 --> 00:05:19,120",I suppose it does help you focus.,我想這確實能幫助你集中注意力。,100,ok,,
Draft 1,L6S2,105,"00:05:19,700 --> 00:05:22,220",If I realize that watching three hours of,如果我意識到花三小時看,100,ok,,
Draft 1,L6S2,106,"00:05:22,220 --> 00:05:24,460",TV is costing me a better grade on,看電視讓我考試成績變,45,needs_revision,看電視讓我成績變差,[high] meaning_drift: None
Draft 1,L6S2,107,"00:05:24,460 --> 00:05:27,780","my exam, I might actually turn the television off.",差，我可能真的要把電視關掉了。,87,minor_issues,考差了，我可能真的要把電視關掉了。,[low] style: None
Draft 1,L6S2,108,"00:05:28,180 --> 00:05:30,220","It's a way to avoid regret later on,",這是一種避免日後後悔的方法，,80,minor_issues,,[medium] terminology: None
Draft 1,L6S2,109,"00:05:30,280 --> 00:05:30,640",I guess.,我想是這樣。,100,ok,,
Draft 1,L6S2,110,"00:05:31,180 --> 00:05:32,180","Yeah, exactly.",沒錯，正是如此。,100,ok,,
Draft 1,L6S2,111,"00:05:32,840 --> 00:05:33,980","Okay, okay.",好，好。,100,ok,,
Draft 1,L6S2,112,"00:05:34,080 --> 00:05:35,140",You've convinced me.,你說服我了。,100,ok,,
Draft 1,L6S2,113,"00:05:35,140 --> 00:05:37,180",It's more than just a choice.,這不僅僅是一個選擇。,100,ok,,
Draft 1,L6S2,114,"00:05:37,480 --> 00:05:40,320",It's about the value of what we leave behind.,這關乎我們留下的價值。,80,minor_issues,,[medium] terminology: None
Draft 1,L6S2,115,"00:05:41,120 --> 00:05:41,680",Precisely.,沒錯。,100,ok,,
Draft 1,L6S2,116,"00:05:41,920 --> 00:05:44,840","The core idea helps us prioritize what really matters,",核心概念能幫助我們優先處理真正重要的事,80,minor_issues,,[medium] terminology: None
Draft 1,L6S2,117,"00:05:44,840 --> 00:05:48,800",even though the math can be somewhat complex to fully understand.,項，儘管相關數學計算在完全理解上可能略顯複雜。,30,needs_revision,此處，儘管數學完全理解可能相當複雜。,[high] meaning_drift: None; [high] meaning_drift: None; [low] collocation: None; [low] register: None
Draft 1,L6S2,118,"00:05:49,240 --> 00:05:52,760",Let's try to write down some questions for our professor tomorrow.,我們試著明天寫一些問題給我們的教授。,80,minor_issues,,[medium] terminology: None
Draft 1,L6S2,119,"00:05:54,160 --> 00:05:56,040",That's the end of part three.,第三部分到此結束。,100,ok,,
Draft 1,L6S2,120,"00:05:56,400 --> 00:06:00,640",You now have 30 seconds to check your answers for part three.,您現在有 30 秒的時間來檢查第三部分的答案。,80,minor_issues,,[medium] terminology: None
Draft 1,L6S2,121,"00:06:01,380 --> 00:06:02,740","All right, pencils down.",好，大家把鉛筆放下來。,80,minor_issues,,[medium] terminology: None
Draft 1,L6S2,122,"00:06:03,060 --> 00:06:03,780",Let's see how you did.,來看看你的表現。,100,ok,,
Draft 1,L6S2,123,"00:06:03,780 --> 00:06:05,640",We are going to walk through the answers,我們將逐一檢視答案,100,ok,,
Draft 1,L6S2,124,"00:06:05,640 --> 00:06:09,760",one by one to see exactly where they were hiding in the conversation.,，看看它們在對話中究竟藏在哪裡。,39,needs_revision,，逐一查看他們在對話中究竟藏在哪裡。,[low] grammar: None; [high] meaning_drift: None; [low] collocation: None
Draft 1,L6S2,125,"00:06:10,020 --> 00:06:14,160","For question 21, the summary asks for the value of the best what.",第21題的摘要要求找出最佳選項的數值。,100,ok,,
Draft 1,L6S2,126,"00:06:14,360 --> 00:06:17,080","In the audio, Chloe gives the formal definition,",在音訊中，Chloe 給出了正式定,35,needs_revision,在音訊中，Chloe 給出了正式定義,[medium] terminology: None; [high] meaning_drift: None
Draft 1,L6S2,127,"00:06:17,460 --> 00:06:20,560",the value of the next best alternative that you give up.,義，也就是你所放棄的次佳替代方案之價值。,30,needs_revision,成本，也就是你所放棄的次佳替代方案之價值。,[low] style: None; [low] style: None; [medium] terminology: None; [high] meaning_drift: None; [low] register: None
Draft 1,L6S2,128,"00:06:20,660 --> 00:06:21,880",The answer is alternative.,答案為替代選項。,100,ok,,
Draft 1,L6S2,129,"00:06:22,200 --> 00:06:24,460",Note that choice is a distractor here.,請注意，此處 choice 為干擾選項。,80,minor_issues,,[medium] terminology: None
Draft 1,L6S2,130,"00:06:24,780 --> 00:06:27,120","Mark uses the word choice, but the definition",Mark 使用了「word choice」一詞，但定義為「definition」,100,ok,,
Draft 1,L6S2,131,"00:06:27,120 --> 00:06:29,620",specifically requires alternative.,明確要求替代選項。,100,ok,,
Draft 1,L6S2,132,"00:06:30,120 --> 00:06:32,440","For question 22, Mark is skeptical.",針對第 22 題，Mark 表示懷疑。,100,ok,,
Draft 1,L6S2,133,"00:06:32,440 --> 00:06:34,620",He feels the concept is not practical.,他認為這個概念不具實用性。,100,ok,,
Draft 1,L6S2,134,"00:06:34,940 --> 00:06:37,260","He asks, isn't it a bit too theoretical?",他問：「這不會太偏理論了嗎？」,100,ok,,
Draft 1,L6S2,135,"00:06:37,740 --> 00:06:39,120",This is an exact word match.,這是完全符合的字詞。,100,ok,,
Draft 1,L6S2,136,"00:06:39,340 --> 00:06:43,000",Mark thinks it's too abstract for everyday decisions like buying a sandwich.,馬克認為這對於日常決策（例如購買三明治）來說太抽象了。,100,ok,,
Draft 1,L6S2,137,"00:06:43,360 --> 00:06:46,080","For question 23, we look at the concert scenario.",關於第23題，我們來看看演唱會的情境。,80,minor_issues,,[medium] terminology: None
Draft 1,L6S2,138,"00:06:46,340 --> 00:06:49,520",The summary mentions the cost includes money that could have been earned.,摘要提到成本包含原本可以賺取的薪資。,45,needs_revision,摘要提到成本包含原本可以賺取的收入。,[high] meaning_drift: None
Draft 1,L6S2,139,"00:06:49,880 --> 00:06:52,540","Mark realizes, are you suggesting that the income",馬克意識到，你是要建議所得,45,needs_revision,馬克意識到，你是在暗示收入,[high] meaning_drift: None
Draft 1,L6S2,140,"00:06:52,540 --> 00:06:54,620",I missed out on is part of the equation?,我錯過了哪一部分是方程式的一環？,100,ok,,
Draft 1,L6S2,141,"00:06:55,040 --> 00:06:58,200","The word money or wages fits the meaning,",『money』或『wages』符合語,77,minor_issues,,[medium] terminology: None; [low] style: None
Draft 1,L6S2,142,"00:06:58,400 --> 00:07:01,200","but the instruction is one word only, and",意，但指示要求只填一個字，而實際讀出的,87,minor_issues,,[low] style: None
Draft 1,L6S2,143,"00:07:01,200 --> 00:07:03,640",the exact word spoken was income.,正確字詞是『income』。,80,minor_issues,,[medium] terminology: None
Draft 1,L6S2,144,"00:07:03,960 --> 00:07:06,940","For question 24, both students agree on a",關於第24題，兩位學生都同意一個,80,minor_issues,,[medium] terminology: None
Draft 1,L6S2,145,"00:07:06,940 --> 00:07:07,900",specific constraint.,特定的限制條件。,100,ok,,
Draft 1,L6S2,146,"00:07:08,140 --> 00:07:11,240","Mark says, time is a limited resource, isn't",馬克說，時間是一種有限的資源，對吧,100,ok,,
Draft 1,L6S2,147,"00:07:11,240 --> 00:07:11,480",it?,？,45,needs_revision,它嗎？,[high] meaning_drift: None
Draft 1,L6S2,148,"00:07:11,740 --> 00:07:12,860",This is a direct match.,這是完全相符的題目。,87,minor_issues,,[low] style: None
Draft 1,L6S2,149,"00:07:13,100 --> 00:07:14,560",The answer is time.,答案是 time。,100,ok,,
Draft 1,L6S2,150,"00:07:14,980 --> 00:07:17,780","For question 25, Mark talks about human nature.",關於第25題，馬克談到了人性。,100,ok,,
Draft 1,L6S2,151,"00:07:18,120 --> 00:07:20,400","He says, we make emotional decisions and ignore",他說，我們會做出情緒化的決定，而,100,ok,,
Draft 1,L6S2,152,"00:07:20,400 --> 00:07:21,360",something long term.,忽視長遠考量。,45,needs_revision,something long term.。,[high] meaning_drift: None
Draft 1,L6S2,153,"00:07:21,660 --> 00:07:25,200","He says, we often ignore the potential consequences",他說，我們常常會忽略習慣可能帶來,45,needs_revision,他說，我們常常會忽略潛在的後果,[high] meaning_drift: None
